Name,Department,CGPA,Contact Number,College Email,B.Tech Score,Interest Area
Kimberly Woods,IT,8,6267219522,kimberly27@college.edu,99,Data Science
Karla Freeman,ECE,10,8891424658,karla18@college.edu,77,AI
Mr. Robert Bishop,ME,8,9503129591,mr.32@college.edu,51,Cybersecurity
Katrina Buchanan,ME,6,6696337568,katrina38@college.edu,57,Cybersecurity
Kimberly Johnson,ME,10,7291308247,kimberly37@college.edu,55,IoT
Anthony Wallace,CSE,6,6171304786,anthony27@college.edu,80,Data Science
Daniel Gordon,ECE,9,6952932025,daniel89@college.edu,90,Data Science
Heather Martin,ME,9,6953572986,heather36@college.edu,50,Cybersecurity
Devin Clark,CE,10,8627074145,devin63@college.edu,83,ML
Sheila Solomon,CSE,6,6218383890,sheila99@college.edu,74,AI
Frances Allison,CE,6,6469923163,frances61@college.edu,51,Cloud Computing
Jeffrey Andersen,CSE,10,8131931008,jeffrey40@college.edu,54,Cybersecurity
Larry Torres,CE,8,8517387302,larry36@college.edu,98,IoT
Stephanie Perry,ECE,7,7981917858,stephanie84@college.edu,78,Cybersecurity
Melissa Hoffman,ECE,9,7076651486,melissa92@college.edu,69,Cybersecurity
Lawrence Jones,ECE,10,8437733725,lawrence34@college.edu,87,AI
Julie Gibson,ECE,9,6152130556,julie16@college.edu,68,ML
Mr. David Suarez DDS,IT,9,9227118438,mr.65@college.edu,71,Data Science
Mr. Charles Lee,CE,10,8000703877,mr.67@college.edu,66,Cloud Computing
Janice Andrade,ECE,9,9681575069,janice37@college.edu,88,Data Science
Jeff Marshall,CSE,10,8798210613,jeff89@college.edu,77,IoT
Meagan Thomas,CE,8,8979972436,meagan82@college.edu,82,Data Science
Daniel Craig,CE,10,7352250121,daniel80@college.edu,60,Cloud Computing
Andrew Barajas,ECE,7,7126030162,andrew91@college.edu,100,Data Science
Stacy Gonzalez,CE,8,6027691065,stacy31@college.edu,63,Cybersecurity
Christian Hensley,CE,10,7696163553,christian87@college.edu,55,AI
Sandra Crawford,CE,7,7929958234,sandra78@college.edu,60,AI
Sharon Smith,IT,7,7214461991,sharon18@college.edu,52,Data Science
Tanner Thomas,IT,7,8154631565,tanner27@college.edu,50,IoT
Mr. Jeffrey Prince,IT,10,6902075087,mr.48@college.edu,51,Data Science
Cody Williams,IT,9,7710280871,cody92@college.edu,61,Cybersecurity
Anita Sullivan,IT,7,8609677662,anita50@college.edu,99,Data Science
Bradley Dixon MD,CSE,8,7139374429,bradley88@college.edu,58,Cybersecurity
Megan Allen,ME,9,6860266964,megan22@college.edu,97,AI
Dennis Moore,CE,10,6210262976,dennis95@college.edu,88,IoT
Katherine May,IT,10,6288323631,katherine11@college.edu,50,Data Science
Evan Lowery,IT,6,6563374103,evan74@college.edu,97,Cybersecurity
Daniel Perry,CE,10,9725811274,daniel89@college.edu,82,Cloud Computing
Michael Day,ME,6,7201371973,michael39@college.edu,71,Cloud Computing
James Chavez,CSE,10,9930606089,james83@college.edu,97,Cybersecurity
Brian Nelson,ECE,8,8635543848,brian94@college.edu,55,Cloud Computing
Edward Cortez,IT,7,8919864503,edward67@college.edu,68,Data Science
Virginia Parker,IT,6,6022320935,virginia77@college.edu,71,AI
David Torres,CSE,7,9975740232,david80@college.edu,85,AI
Amy Arroyo,ECE,6,6494839340,amy10@college.edu,99,Data Science
Kristen Castillo,IT,8,6667880398,kristen12@college.edu,98,IoT
Mr. Gary Murphy,CSE,7,9176528202,mr.65@college.edu,79,IoT
Aaron Kim,ME,9,8636901152,aaron54@college.edu,90,ML
James Delacruz,CE,7,7585554009,james24@college.edu,83,ML
Mikayla Jones DVM,ECE,7,9407171535,mikayla94@college.edu,83,IoT
Jennifer Burnett,IT,6,9326105848,jennifer16@college.edu,78,Cybersecurity
Wayne Cole,IT,7,6434773295,wayne99@college.edu,67,AI
Shelly Williams,CSE,8,9565500245,shelly90@college.edu,65,IoT
Anna Hernandez,IT,7,8874732956,anna95@college.edu,82,AI
Brittany Whitehead,ECE,7,8021966696,brittany70@college.edu,53,Data Science
Zachary Payne,IT,9,6016674853,zachary72@college.edu,79,AI
Sara Juarez,CE,8,7859952556,sara48@college.edu,90,IoT
Stephen Schmidt,CE,7,8462824707,stephen30@college.edu,60,Cybersecurity
Amanda Perez,CSE,6,9960684948,amanda24@college.edu,96,ML
Anna Pacheco MD,CE,7,8559603762,anna36@college.edu,92,Cloud Computing
Cody Jones,IT,9,8847800542,cody68@college.edu,57,AI
Matthew Wheeler,ECE,6,7684352012,matthew35@college.edu,53,IoT
Jonathan Garza,ECE,9,9059973077,jonathan72@college.edu,71,Cybersecurity
Julia Trevino,ECE,6,6310542475,julia73@college.edu,80,Cloud Computing
Miranda Garrison,CE,6,7621185121,miranda34@college.edu,96,IoT
Stephanie Vega,ME,8,9340494107,stephanie98@college.edu,80,IoT
Matthew Rose,ME,9,8483753259,matthew86@college.edu,82,Cloud Computing
Jessica Adams,ECE,8,7003478536,jessica55@college.edu,84,ML
Beth Taylor,ME,8,7220762630,beth29@college.edu,69,ML
Melissa Lowe,ME,9,7595132793,melissa70@college.edu,62,Data Science
Eric Barnes,CSE,7,9144004848,eric72@college.edu,96,Cybersecurity
Kenneth King,ME,10,7920368556,kenneth93@college.edu,97,AI
Jeffrey Hawkins,IT,7,9318592207,jeffrey53@college.edu,59,ML
Catherine Woods,CE,9,8465114276,catherine58@college.edu,57,IoT
Kathleen Rose,ME,10,9531737606,kathleen99@college.edu,72,AI
Brian Oneill,IT,10,8366821809,brian83@college.edu,54,ML
Shawn Bowen,ECE,8,7395788086,shawn97@college.edu,61,IoT
Nicole Bentley,CSE,9,7960324908,nicole34@college.edu,83,AI
Heidi Morales,CE,7,8040389517,heidi42@college.edu,71,Data Science
Daniel Nguyen,ME,10,8170493646,daniel23@college.edu,93,AI
Daniel Harris,ME,6,6175658734,daniel21@college.edu,55,ML
Timothy Martinez,ME,7,9400655468,timothy13@college.edu,98,Data Science
Michael Garrett,ME,7,8609160370,michael17@college.edu,97,Cybersecurity
Jasmine Hughes,CE,9,8450485611,jasmine63@college.edu,51,IoT
Jennifer Williams,CSE,10,6757295149,jennifer43@college.edu,54,Data Science
Jason Johnson,CSE,8,6865222079,jason36@college.edu,68,IoT
Mary Fitzpatrick MD,ME,6,9935202984,mary10@college.edu,93,Data Science
Blake Davidson,CE,8,9024203491,blake31@college.edu,52,IoT
Sally Daniel,CSE,7,8856672200,sally17@college.edu,85,ML
Mark Mills,IT,7,9500174567,mark98@college.edu,60,IoT
Blake Alexander,IT,6,9066379592,blake43@college.edu,97,Data Science
Travis Singleton,ME,8,7645789579,travis79@college.edu,64,ML
April Martin,CSE,6,6832848745,april57@college.edu,86,Cybersecurity
Scott Greene,IT,8,6331444750,scott91@college.edu,96,Cybersecurity
Joseph Campbell,ECE,8,8450816439,joseph59@college.edu,58,AI
Dr. Nathaniel Anthony,CE,9,6001820939,dr.13@college.edu,96,ML
Mark Jimenez,CSE,8,8426215156,mark81@college.edu,55,Data Science
Crystal Wheeler,ME,10,9518532694,crystal76@college.edu,93,AI
Regina Anderson,CE,8,9197989650,regina23@college.edu,55,IoT
William Mendoza,CE,9,9635409005,william46@college.edu,62,ML
Renee Hardy,CE,9,8521893228,renee81@college.edu,59,Cloud Computing
Sara Carroll,ECE,6,7284368860,sara12@college.edu,68,Cloud Computing
James Galloway,CE,8,8625432526,james95@college.edu,80,Data Science
John Ramos,IT,6,8339267331,john81@college.edu,62,AI
Tammy Hopkins,CSE,7,8255235492,tammy20@college.edu,54,Cybersecurity
Carl Johnson,ME,7,7104225446,carl62@college.edu,99,Data Science
Kyle Reese,CSE,10,8817750160,kyle16@college.edu,77,AI
Shannon Torres,CE,9,6732703502,shannon87@college.edu,59,Cybersecurity
Hailey Ferguson,CSE,6,7654876681,hailey59@college.edu,82,Cloud Computing
Kristopher White,ECE,6,9867726699,kristopher55@college.edu,78,Cybersecurity
Stefanie Chang,ECE,8,7116299655,stefanie72@college.edu,55,Data Science
Tom Sims,IT,9,6003175057,tom63@college.edu,69,AI
Dr. Mckenzie Solis,ECE,10,9053077480,dr.80@college.edu,76,AI
Kurt Thompson,ECE,9,7027116247,kurt67@college.edu,63,AI
Laura Hernandez,ECE,9,9712305878,laura19@college.edu,68,Data Science
Karen Kelley,CSE,9,9255184634,karen14@college.edu,72,Data Science
Kylie Cameron,CSE,9,6158295158,kylie60@college.edu,62,Cloud Computing
Teresa Thomas,IT,7,8516433566,teresa94@college.edu,82,Cloud Computing
Rebecca Miller,CSE,10,7880533692,rebecca64@college.edu,73,Data Science
Taylor Wolfe,ME,6,6105070019,taylor31@college.edu,98,ML
Johnny Schmitt,ECE,7,7512131708,johnny59@college.edu,59,AI
Randall Stevens,ME,6,8448467110,randall79@college.edu,65,AI
Ryan Johnson,ME,10,7202704621,ryan32@college.edu,54,Data Science
Maria Moore,ECE,7,6582082519,maria20@college.edu,54,Cybersecurity
Elizabeth Holder,IT,10,6420126832,elizabeth71@college.edu,100,ML
Ryan Thompson,CE,6,9266585435,ryan53@college.edu,91,ML
Ms. Kayla Moreno,CE,10,8664546623,ms.43@college.edu,77,Cloud Computing
Daniel Davis,ME,7,8280722958,daniel29@college.edu,96,ML
Christine Prince,ECE,7,8242100997,christine45@college.edu,92,IoT
Taylor Williams,ECE,7,8578369683,taylor96@college.edu,64,IoT
Erin Frey,CSE,7,9626613903,erin49@college.edu,70,ML
Deborah Ward,CSE,6,6120623507,deborah97@college.edu,79,Cybersecurity
Marissa Schwartz,ECE,8,9808277190,marissa85@college.edu,57,Cloud Computing
Becky Johnson,CSE,6,8977293513,becky17@college.edu,74,ML
James Colon,CE,9,7959743253,james15@college.edu,66,Cloud Computing
Melissa Rhodes,IT,6,9888456084,melissa54@college.edu,72,AI
Tara Morris,ECE,6,9017804375,tara72@college.edu,100,IoT
Austin Rojas,IT,9,7983409038,austin50@college.edu,52,IoT
Herbert Burns DVM,IT,7,7164295132,herbert51@college.edu,83,AI
Alyssa Powell,ME,6,6244935670,alyssa76@college.edu,67,Cloud Computing
Melissa Johnson,CE,7,8044257305,melissa96@college.edu,74,ML
Gregory Wade,ME,6,6678502792,gregory40@college.edu,74,Cybersecurity
Mr. Andrew Carpenter,ME,6,9665476299,mr.43@college.edu,64,Cybersecurity
Jody Whitaker,ECE,6,7304487079,jody81@college.edu,89,AI
Jose Davis,CE,9,7993967462,jose58@college.edu,55,AI
Dustin Hughes DVM,CE,10,8242155156,dustin74@college.edu,84,Cloud Computing
Justin Washington,IT,6,8985430551,justin58@college.edu,65,AI
Raymond Perez,CSE,10,6000266352,raymond45@college.edu,87,IoT
Michelle Cole,ECE,7,6603555522,michelle58@college.edu,54,Data Science
Deborah Holmes,IT,8,9578227370,deborah48@college.edu,88,Cybersecurity
Deborah Collins,IT,7,8284210750,deborah86@college.edu,94,Cloud Computing
Timothy Escobar,CE,8,8117933991,timothy48@college.edu,69,ML
Emily Cohen,CSE,7,9353771922,emily44@college.edu,91,Cybersecurity
Michelle Hartman,CSE,10,7069004310,michelle23@college.edu,60,Cloud Computing
Brittany Ray,IT,8,8107897425,brittany15@college.edu,93,AI
Catherine Conway,CSE,8,6129513237,catherine44@college.edu,61,Data Science
Michelle Kelly,CE,10,7150667986,michelle18@college.edu,94,Data Science
Micheal Leach,CE,6,9239766685,micheal41@college.edu,80,Data Science
Catherine Acevedo,CE,9,9571647905,catherine46@college.edu,92,Cloud Computing
Gerald Martinez,CE,9,6448609438,gerald47@college.edu,91,ML
Brenda Maldonado,CSE,8,9474517523,brenda48@college.edu,89,ML
Megan Roberts,ME,9,6545062992,megan71@college.edu,72,ML
Heather Marshall,CE,7,6435082223,heather86@college.edu,56,Cloud Computing
Ronald Murphy,CE,9,8492344428,ronald83@college.edu,50,Cybersecurity
Courtney Price,ME,10,7905462104,courtney98@college.edu,70,Cybersecurity
Howard Sandoval,ECE,6,6542343896,howard14@college.edu,75,Cloud Computing
Brooke Reynolds,ME,8,9088009762,brooke26@college.edu,63,Data Science
Stephen Harrison,CSE,8,7561817888,stephen59@college.edu,84,Cloud Computing
Charles Pena,CE,7,7501925298,charles22@college.edu,92,Data Science
Sonia Peterson,ECE,7,6768635935,sonia16@college.edu,84,ML
Mrs. Karen Sanchez,IT,7,6091629755,mrs.76@college.edu,61,Data Science
Wendy Curtis,IT,7,6001779849,wendy39@college.edu,64,IoT
Ashley Odom,ECE,8,9915853550,ashley61@college.edu,93,Data Science
Natasha Huff,CE,8,6245535062,natasha38@college.edu,69,IoT
Joshua Powers,ME,7,6778092635,joshua38@college.edu,52,AI
Christy Gilbert,ECE,9,8245778998,christy72@college.edu,92,ML
Ashley Ortega,IT,7,8540111758,ashley94@college.edu,76,ML
Donna Hartman,IT,8,8435114219,donna13@college.edu,90,Cloud Computing
Michael Hoffman,IT,7,9921483565,michael93@college.edu,81,ML
Dr. Christopher Tyler MD,ME,7,7456803691,dr.14@college.edu,95,Cybersecurity
John Klein,CE,10,7963395747,john83@college.edu,84,AI
Paul Hernandez,IT,9,6010717514,paul93@college.edu,52,Cloud Computing
Hector Cross,CE,7,7060576724,hector79@college.edu,51,Cloud Computing
Allen Ramirez,IT,7,8087112691,allen96@college.edu,78,Cybersecurity
Robert Owens,IT,7,7100047055,robert19@college.edu,57,Cloud Computing
Kelly Mccoy,CSE,8,8595084137,kelly49@college.edu,52,Data Science
Amanda Grimes,ME,10,9648580017,amanda16@college.edu,70,ML
Jill Rivera,ME,7,9246713783,jill20@college.edu,53,IoT
Lauren Brown,ECE,10,7598773674,lauren27@college.edu,74,Data Science
Heather Robinson,ECE,8,7075675086,heather41@college.edu,93,AI
David Garcia,CE,6,8841469909,david58@college.edu,87,Cloud Computing
Rhonda Sutton,ECE,10,6385060630,rhonda33@college.edu,90,IoT
Darren Holloway,CE,10,8791239689,darren87@college.edu,73,IoT
Dr. Courtney Cervantes,ECE,10,8994924080,dr.31@college.edu,69,Data Science
Kevin Wong,ME,10,9337539203,kevin82@college.edu,86,Data Science
Christopher Phillips,ME,10,8763474979,christopher71@college.edu,73,AI
Aaron Garza,ME,6,8745213346,aaron33@college.edu,55,Cybersecurity
Brandon Munoz,CSE,10,8340862341,brandon38@college.edu,65,Data Science
Dennis Solis,CE,10,9480989863,dennis30@college.edu,72,IoT
Ryan Ramirez,ME,9,7477226653,ryan17@college.edu,77,AI
George Ramirez,IT,8,7107147594,george75@college.edu,71,Cloud Computing
Alexandra Wilson,CE,9,7679219089,alexandra69@college.edu,86,Cloud Computing
Michael Sharp,ECE,6,9790902354,michael97@college.edu,76,Data Science
Kyle Phillips,ECE,6,8562493144,kyle74@college.edu,68,IoT
Courtney Newton,ECE,9,8754732379,courtney84@college.edu,76,Data Science
Rebecca Kaiser,CE,9,7421113886,rebecca31@college.edu,75,IoT
Jonathan Johnson,IT,9,9598176115,jonathan20@college.edu,56,AI
Joseph Estes,ME,7,6332190428,joseph12@college.edu,61,IoT
Matthew Butler,ME,8,7751222392,matthew18@college.edu,100,Cybersecurity
Rebecca Clark,IT,8,6544599391,rebecca56@college.edu,88,AI
Ernest Robertson,CE,9,7764194101,ernest10@college.edu,88,Data Science
Timothy Henson,ECE,6,6447104098,timothy19@college.edu,50,Data Science
Daniel Waters,CSE,7,9221896441,daniel78@college.edu,55,Cybersecurity
Christine Kent,CSE,9,6051580164,christine37@college.edu,85,Cybersecurity
John Edwards,CE,8,7279457398,john65@college.edu,96,Cloud Computing
Jennifer Ramirez,IT,7,7835177815,jennifer68@college.edu,98,IoT
Michael Burke,ME,6,7237605956,michael83@college.edu,92,AI
Michael Lucas,CSE,6,9980932084,michael57@college.edu,96,Cybersecurity
Robert Davis,CSE,8,6776854645,robert38@college.edu,66,Data Science
Joshua Osborn,IT,8,8414133723,joshua45@college.edu,99,IoT
Alyssa Case,ECE,7,9685168880,alyssa49@college.edu,79,Data Science
Joe Newton,CE,9,6488395403,joe51@college.edu,82,Cybersecurity
Johnny Mendez,IT,7,8978299505,johnny73@college.edu,68,Cloud Computing
Joshua Carroll,ME,6,9651707883,joshua26@college.edu,55,AI
Sherri Miller,ME,6,7878450439,sherri97@college.edu,61,AI
Anita Higgins,CSE,8,6437591415,anita92@college.edu,69,Cybersecurity
Jennifer Thomas,CSE,10,7918751466,jennifer23@college.edu,82,AI
Jeffrey Hughes,ME,9,9553300725,jeffrey29@college.edu,82,Data Science
Shawn Johnson,CSE,8,6700261638,shawn23@college.edu,72,ML
Marcus Taylor,CSE,8,7738832367,marcus41@college.edu,89,Cybersecurity
Gregory Ramos,ME,6,9247873853,gregory54@college.edu,68,AI
Heather Knight,IT,8,8867002593,heather77@college.edu,77,AI
Dr. Diana Garcia MD,IT,8,7564337151,dr.46@college.edu,56,IoT
Douglas Morris,CSE,7,8803579013,douglas67@college.edu,59,AI
Heather Garcia,ECE,6,7786321242,heather70@college.edu,50,Data Science
Lydia Lyons,CE,6,6726824168,lydia69@college.edu,68,ML
Richard Newton,IT,9,7710545882,richard33@college.edu,78,Cybersecurity
Kim Young,ECE,10,9555507999,kim54@college.edu,77,ML
Tyler Weber,ECE,9,9543853814,tyler18@college.edu,92,IoT
Shane Evans,IT,9,8869881240,shane85@college.edu,96,AI
Hannah Carter,ME,9,6828750839,hannah58@college.edu,57,IoT
Jeffrey Hunt,CSE,7,6377515683,jeffrey66@college.edu,57,Cloud Computing
Riley Yang,ECE,7,8795355693,riley13@college.edu,98,AI
Brianna Goodman,ECE,6,9434735167,brianna40@college.edu,95,Data Science
Veronica Robinson,IT,9,6987515622,veronica82@college.edu,54,Data Science
Matthew Marks,CSE,7,9592182672,matthew17@college.edu,52,ML
Sarah Williams,IT,9,7422469544,sarah93@college.edu,75,ML
Gary Martin,CSE,6,7972497445,gary87@college.edu,96,Data Science
Sara Benson,ECE,9,7357889370,sara63@college.edu,62,Data Science
Duane Dean,CE,8,7578438118,duane98@college.edu,51,Cloud Computing
Tyler Donaldson,ME,9,9412357747,tyler49@college.edu,98,AI
Dawn Martin,IT,8,6009341537,dawn60@college.edu,59,Cloud Computing
David Weber,CSE,8,6641161794,david18@college.edu,97,Cloud Computing
Michael Simpson,ME,8,9570218676,michael73@college.edu,59,AI
Kelly Larson,CSE,8,9286253232,kelly36@college.edu,57,IoT
Wendy Jenkins,CE,8,8178797150,wendy80@college.edu,74,IoT
Casey Brown,CE,8,8357425488,casey92@college.edu,99,ML
Heather Nelson,IT,8,9417263001,heather53@college.edu,81,AI
Tammy Smith,ME,7,6571512702,tammy58@college.edu,53,Cloud Computing
Barbara Moses,ME,9,9340233715,barbara68@college.edu,72,Data Science
Stephen Villarreal,CE,9,6984077115,stephen35@college.edu,83,IoT
Debra Reynolds,CSE,8,9514208960,debra48@college.edu,63,ML
Jesse Simmons,CE,6,9588361683,jesse59@college.edu,88,Cloud Computing
Glenn Mendez,IT,6,8646999205,glenn26@college.edu,82,Cybersecurity
Christopher Cole,ECE,8,9377882782,christopher93@college.edu,78,Cloud Computing
Lee Roberts,CE,9,9047416367,lee14@college.edu,54,Cybersecurity
Diane May,IT,6,6290751092,diane57@college.edu,99,Cloud Computing
Cynthia Huynh,IT,6,9734696078,cynthia87@college.edu,53,Data Science
Kimberly Rodriguez,IT,6,6030928495,kimberly69@college.edu,79,Data Science
Jessica Sanders,ECE,6,8687517489,jessica29@college.edu,70,ML
Edward Gonzalez,ME,6,6533086471,edward18@college.edu,78,ML
Jerome Patton,CSE,7,9414417997,jerome84@college.edu,68,Data Science
Melissa Walton,IT,6,6146361132,melissa31@college.edu,100,Data Science
Brian Howell,CSE,8,7624436537,brian82@college.edu,84,ML
Jasmine Clark,CSE,7,7461952253,jasmine88@college.edu,74,Cybersecurity
Dana Wood,CE,8,8628321664,dana37@college.edu,73,ML
Richard Peters,ECE,10,8588217070,richard58@college.edu,53,AI
Austin Duncan,IT,10,6880288857,austin77@college.edu,71,Cloud Computing
Christopher Bates,ECE,6,7151051350,christopher44@college.edu,50,AI
Edwin Howard,CSE,7,9584389833,edwin80@college.edu,56,AI
Victoria Estrada,ECE,8,8239086517,victoria93@college.edu,95,Cloud Computing
Zachary Shepard,ME,10,7333071352,zachary20@college.edu,80,IoT
Angela Mayo,CE,9,9221300720,angela32@college.edu,94,Cloud Computing
Thomas Evans,IT,7,7792104695,thomas32@college.edu,85,Cloud Computing
Gregory Mccall,CE,7,7340581620,gregory96@college.edu,66,Cybersecurity
Heather Bryant,ECE,6,8766627701,heather71@college.edu,93,Data Science
Heather Bennett,ECE,10,6949180200,heather85@college.edu,96,Cloud Computing
Kimberly Chambers,CE,6,7691980420,kimberly52@college.edu,67,ML
Jonathan Lee,ECE,10,9938890843,jonathan75@college.edu,87,AI
Samantha Moore,CSE,10,7453134868,samantha41@college.edu,53,ML
Stephanie Gonzalez,ME,6,9534589056,stephanie44@college.edu,95,AI
Troy Moreno,ME,9,9781587509,troy19@college.edu,76,IoT
Dana Anderson,CSE,7,8864570743,dana98@college.edu,85,Cybersecurity
Heather Shelton,ME,10,7378816080,heather49@college.edu,76,AI
Adam Solis,CSE,6,8185602502,adam71@college.edu,72,Cloud Computing
Laura Campbell MD,ME,10,9336661277,laura60@college.edu,74,Cybersecurity
Michael Perkins,ECE,9,6276477201,michael45@college.edu,73,ML
Philip Ibarra,ECE,6,9459301948,philip61@college.edu,71,Cloud Computing
Paul Moore,CSE,7,6351777465,paul23@college.edu,90,Cloud Computing
Michael Rodriguez,ECE,9,6518917991,michael73@college.edu,100,Data Science
